order_id,order_date,customer_id,gender,age_group,region,category,product,quantity,unit_price,discount,revenue,channel,status
ORD00649,2023-09-16,CUST0679,Other,55+,North,Clothing,Jeans,2,52.16,0.2,83.46,Email,Completed
ORD00650,2023-07-19,CUST0236,Female,55+,South,Clothing,T-Shirt,1,72.95,0.0,72.95,Paid Ad,Completed
ORD00651,2023-03-25,CUST0408,Female,25-34,East,Clothing,Jacket,1,165.34,0.2,132.27,Paid Ad,Completed
ORD00652,2023-07-26,CUST0366,Other,55+,East,Electronics,Bluetooth Speaker,1,255.81,0.05,243.02,Paid Ad,Completed
ORD00653,2023-08-04,CUST0777,Other,35-44,West,Electronics,Bluetooth Speaker,1,320.07,0.05,304.07,Organic Search,Completed
ORD00654,2023-09-05,CUST0351,Male,18-24,Central,Beauty,Hair Mask,1,44.86,0.0,44.86,Direct,Cancelled
ORD00655,2023-07-05,CUST0389,Female,55+,North,Books,Python Programming,4,13.57,0.0,54.28,Paid Ad,Cancelled
ORD00656,2023-04-11,CUST0095,Male,55+,West,Clothing,Hoodie,1,65.42,0.05,62.15,Direct,Cancelled
ORD00657,2023-05-31,CUST0574,Other,18-24,West,Electronics,USB Hub,1,113.55,0.0,113.55,Paid Ad,Cancelled
ORD00658,2023-06-19,CUST0133,Other,55+,East,Beauty,Sunscreen,1,24.37,0.0,24.37,Paid Ad,Cancelled
ORD00659,2023-08-16,CUST0766,Other,45-54,East,Clothing,Jacket,2,74.88,0.0,149.76,Direct,Returned
ORD00660,2023-08-02,CUST1196,Female,45-54,West,Home & Kitchen,Bed Sheets,2,109.49,0.05,208.03,Organic Search,Completed
ORD00661,2023-06-18,CUST0871,Other,55+,West,Electronics,Smart Watch,1,166.45,0.0,166.45,Email,Cancelled
ORD00662,2023-12-04,CUST0605,Female,35-44,West,Electronics,Bluetooth Speaker,1,100.27,0.1,90.24,Email,Cancelled
ORD00663,2023-08-08,CUST0924,Other,35-44,East,Clothing,Jacket,2,18.91,0.0,37.82,Email,Returned
ORD00664,2023-05-18,CUST0479,Female,18-24,West,Clothing,Sneakers,1,65.26,0.0,65.26,Social Media,Completed
ORD00665,2023-03-31,CUST0161,Female,55+,East,Clothing,T-Shirt,2,61.48,0.05,116.81,Social Media,Completed
ORD00666,2023-04-21,CUST0675,Male,45-54,South,Electronics,Wireless Earbuds,2,135.68,0.0,271.36,Social Media,Completed
ORD00667,2023-05-20,CUST1113,Male,35-44,South,Home & Kitchen,Blender,2,50.03,0.0,100.06,Social Media,Completed
ORD00668,2023-04-24,CUST0831,Female,35-44,South,Books,Self-Help Guide,3,46.65,0.0,139.95,Direct,Completed
ORD00669,2023-05-02,CUST0467,Other,25-34,East,Clothing,Jacket,5,178.2,0.15,757.35,Paid Ad,Completed
ORD00670,2023-05-31,CUST0945,Other,25-34,West,Clothing,Jacket,2,110.62,0.0,221.24,Social Media,Completed
ORD00671,2023-04-28,CUST0899,Female,35-44,East,Clothing,Jeans,4,84.04,0.0,336.16,Email,Cancelled
ORD00672,2023-10-18,CUST0020,Other,18-24,Central,Electronics,Smart Watch,1,208.47,0.15,177.2,Email,Completed
ORD00673,2023-03-21,CUST1102,Female,18-24,Central,Clothing,Sneakers,3,83.52,0.1,225.5,Social Media,Completed
ORD00674,2023-07-24,CUST0677,Female,45-54,Central,Home & Kitchen,Scented Candle,4,174.93,0.0,699.72,Direct,Cancelled
ORD00675,2023-06-30,CUST0801,Male,35-44,North,Beauty,Moisturiser,5,78.96,0.0,394.8,Organic Search,Cancelled
ORD00676,2023-11-30,CUST0624,Other,55+,West,Clothing,Sneakers,2,30.25,0.0,60.5,Organic Search,Completed
ORD00677,2023-04-05,CUST0055,Male,45-54,South,Electronics,USB Hub,3,74.51,0.05,212.35,Paid Ad,Completed
ORD00678,2023-06-27,CUST0144,Other,55+,North,Electronics,Phone Case,1,110.08,0.05,104.58,Email,Completed
ORD00679,2023-11-20,CUST0322,Male,55+,West,Clothing,T-Shirt,3,40.87,0.0,122.61,Organic Search,Completed
ORD00680,2023-10-07,CUST0423,Male,18-24,South,Clothing,Sneakers,1,136.85,0.15,116.32,Paid Ad,Completed
ORD00681,2023-09-23,CUST0416,Female,18-24,West,Clothing,Sneakers,2,38.68,0.0,77.36,Direct,Returned
ORD00682,2023-05-24,CUST0506,Other,45-54,East,Electronics,Wireless Earbuds,1,347.01,0.1,312.31,Direct,Completed
ORD00683,2023-04-27,CUST0590,Female,25-34,Central,Beauty,Sunscreen,2,45.2,0.1,81.36,Email,Completed
ORD00684,2023-08-20,CUST0851,Male,18-24,South,Home & Kitchen,Blender,3,92.13,0.1,248.75,Paid Ad,Completed
ORD00685,2023-10-30,CUST1165,Male,25-34,East,Books,Novel,4,29.52,0.0,118.08,Organic Search,Returned
ORD00686,2023-07-30,CUST1102,Female,18-24,Central,Home & Kitchen,Air Fryer,4,60.34,0.0,241.36,Social Media,Completed
ORD00687,2023-08-02,CUST0249,Other,45-54,North,Home & Kitchen,Coffee Maker,1,200.83,0.1,180.75,Social Media,Completed
ORD00688,2023-05-30,CUST0518,Female,18-24,North,Books,Cook Book,1,44.03,0.0,44.03,Paid Ad,Cancelled
ORD00689,2023-09-11,CUST0781,Female,35-44,Central,Electronics,Wireless Earbuds,2,39.52,0.1,71.14,Social Media,Returned
ORD00690,2023-05-02,CUST0280,Male,55+,East,Books,Novel,1,9.78,0.1,8.8,Social Media,Returned
ORD00691,2023-06-10,CUST0897,Other,35-44,North,Clothing,T-Shirt,2,25.87,0.1,46.57,Paid Ad,Returned
ORD00692,2023-07-03,CUST0603,Female,25-34,South,Books,Data Science Handbook,1,16.02,0.0,16.02,Organic Search,Cancelled
ORD00693,2023-07-20,CUST0315,Other,35-44,West,Home & Kitchen,Coffee Maker,3,26.29,0.05,74.93,Email,Completed
ORD00694,2023-05-19,CUST0098,Female,25-34,South,Electronics,Wireless Earbuds,2,314.05,0.0,628.1,Direct,Completed
ORD00695,2023-04-06,CUST0773,Female,18-24,Central,Clothing,Hoodie,2,86.59,0.0,173.18,Paid Ad,Completed
ORD00696,2023-08-09,CUST0030,Other,18-24,West,Clothing,Jeans,1,45.6,0.0,45.6,Social Media,Completed
ORD00697,2023-06-01,CUST0344,Other,55+,Central,Home & Kitchen,Air Fryer,4,56.32,0.1,202.75,Paid Ad,Completed
ORD00698,2023-08-03,CUST0425,Other,18-24,South,Clothing,T-Shirt,1,149.02,0.05,141.57,Direct,Returned
ORD00699,2023-04-21,CUST0031,Female,35-44,East,Beauty,Face Serum,1,26.29,0.0,26.29,Email,Completed
ORD00700,2023-07-15,CUST0756,Female,25-34,West,Electronics,Smart Watch,1,168.69,0.1,151.82,Organic Search,Completed
ORD00701,2023-07-25,CUST0209,Male,18-24,South,Books,Novel,2,22.17,0.2,35.47,Direct,Cancelled
ORD00702,2023-03-06,CUST0273,Other,55+,South,Electronics,Wireless Earbuds,5,215.96,0.05,1025.81,Social Media,Completed
ORD00703,2023-06-13,CUST0037,Male,55+,North,Home & Kitchen,Blender,2,215.38,0.0,430.76,Direct,Cancelled
ORD00704,2023-04-14,CUST0028,Female,18-24,North,Clothing,Jacket,1,119.62,0.05,113.64,Paid Ad,Completed
ORD00705,2023-03-12,CUST0163,Other,25-34,North,Home & Kitchen,Air Fryer,2,74.86,0.1,134.75,Organic Search,Completed
ORD00706,2023-12-07,CUST0488,Male,18-24,East,Clothing,Hoodie,1,45.94,0.05,43.64,Direct,Returned
ORD00707,2023-06-10,CUST0082,Male,18-24,South,Home & Kitchen,Blender,1,38.2,0.1,34.38,Direct,Returned
ORD00708,2023-09-21,CUST0702,Other,55+,Central,Home & Kitchen,Blender,1,167.62,0.1,150.86,Paid Ad,Completed
ORD00709,2023-05-23,CUST0782,Female,45-54,East,Clothing,Jeans,2,146.64,0.0,293.28,Direct,Completed
ORD00710,2023-08-23,CUST0107,Other,35-44,Central,Electronics,Wireless Earbuds,1,36.65,0.2,29.32,Paid Ad,Completed
ORD00711,2023-09-09,CUST0484,Female,35-44,East,Electronics,Smart Watch,3,213.53,0.15,544.5,Direct,Completed
ORD00712,2023-08-06,CUST0362,Female,35-44,East,Clothing,Sneakers,2,64.33,0.0,128.66,Direct,Completed
ORD00713,2023-07-13,CUST0986,Male,18-24,West,Clothing,Jacket,2,87.31,0.0,174.62,Organic Search,Completed
ORD00714,2023-06-30,CUST0888,Female,55+,East,Clothing,Jeans,1,91.08,0.05,86.53,Paid Ad,Returned
ORD00715,2023-06-16,CUST0615,Male,55+,Central,Electronics,Phone Case,1,158.18,0.15,134.45,Direct,Cancelled
ORD00716,2023-10-30,CUST0769,Male,25-34,North,Electronics,Smart Watch,1,101.19,0.0,101.19,Direct,Cancelled
ORD00717,2023-09-27,CUST0389,Female,55+,North,Clothing,Hoodie,1,34.96,0.0,34.96,Organic Search,Completed
ORD00718,2023-11-17,CUST0765,Male,45-54,East,Books,Self-Help Guide,4,31.1,0.15,105.74,Email,Returned
ORD00719,2023-04-10,CUST0255,Female,18-24,South,Clothing,Jacket,4,23.97,0.2,76.7,Email,Cancelled
ORD00720,2023-09-02,CUST0714,Other,25-34,East,Electronics,Phone Case,3,335.63,0.1,906.2,Direct,Returned
ORD00721,2023-11-03,CUST0506,Other,45-54,East,Home & Kitchen,Blender,2,156.26,0.15,265.64,Paid Ad,Returned
ORD00722,2023-05-01,CUST0303,Male,55+,Central,Electronics,Bluetooth Speaker,2,226.37,0.05,430.1,Social Media,Cancelled
ORD00723,2023-03-14,CUST0331,Other,45-54,South,Clothing,Jeans,2,54.72,0.2,87.55,Organic Search,Completed
ORD00724,2023-09-04,CUST1062,Female,45-54,South,Books,Novel,2,26.69,0.15,45.37,Paid Ad,Returned
ORD00725,2023-08-02,CUST0784,Male,35-44,South,Electronics,Phone Case,1,99.71,0.2,79.77,Direct,Completed
ORD00726,2023-09-30,CUST0293,Female,18-24,Central,Home & Kitchen,Air Fryer,2,32.95,0.1,59.31,Social Media,Completed
ORD00727,2023-04-16,CUST1008,Male,18-24,Central,Beauty,Sunscreen,1,65.02,0.0,65.02,Organic Search,Completed
ORD00728,2023-09-17,CUST0350,Male,35-44,North,Electronics,Phone Case,2,190.86,0.1,343.55,Paid Ad,Completed
ORD00729,2023-05-07,CUST0923,Male,55+,West,Electronics,Smart Watch,1,81.34,0.15,69.14,Direct,Completed
ORD00730,2023-04-25,CUST0838,Other,55+,West,Electronics,Wireless Earbuds,3,266.22,0.0,798.66,Email,Cancelled
ORD00731,2023-04-25,CUST0132,Female,55+,East,Electronics,Smart Watch,1,41.74,0.0,41.74,Social Media,Completed
ORD00732,2023-09-22,CUST0545,Other,55+,East,Home & Kitchen,Bed Sheets,3,111.89,0.0,335.67,Organic Search,Cancelled
ORD00733,2023-08-19,CUST1066,Female,55+,North,Books,Python Programming,2,12.55,0.0,25.1,Social Media,Returned
ORD00734,2023-07-23,CUST0703,Other,55+,East,Clothing,Hoodie,1,113.53,0.05,107.85,Social Media,Completed
ORD00735,2023-06-18,CUST0677,Female,45-54,Central,Beauty,Sunscreen,1,38.41,0.0,38.41,Organic Search,Completed
ORD00736,2023-10-11,CUST0252,Female,35-44,North,Clothing,Sneakers,4,133.84,0.0,535.36,Direct,Completed
ORD00737,2023-06-26,CUST0974,Female,35-44,North,Beauty,Lip Balm,2,37.58,0.05,71.4,Direct,Returned
ORD00738,2023-09-23,CUST0035,Male,25-34,East,Home & Kitchen,Air Fryer,5,217.1,0.1,976.95,Social Media,Completed
ORD00739,2023-07-06,CUST0167,Female,45-54,North,Beauty,Hair Mask,1,63.27,0.0,63.27,Social Media,Returned
ORD00740,2023-06-23,CUST0789,Female,55+,East,Beauty,Sunscreen,3,88.91,0.15,226.72,Social Media,Cancelled
ORD00741,2023-07-11,CUST1034,Female,18-24,East,Electronics,Smart Watch,4,306.4,0.1,1103.04,Organic Search,Completed
ORD00742,2023-06-04,CUST0957,Other,45-54,Central,Clothing,T-Shirt,2,62.63,0.05,119.0,Paid Ad,Returned
ORD00743,2023-09-06,CUST0184,Other,18-24,West,Beauty,Sunscreen,1,62.0,0.0,62.0,Organic Search,Returned
ORD00744,2023-07-19,CUST0575,Female,18-24,South,Beauty,Face Serum,4,20.3,0.15,69.02,Paid Ad,Completed
ORD00745,2023-05-16,CUST1008,Male,18-24,Central,Home & Kitchen,Air Fryer,4,149.75,0.05,569.05,Organic Search,Completed
ORD00746,2023-10-19,CUST0773,Female,18-24,Central,Books,Cook Book,2,44.02,0.05,83.64,Email,Cancelled
ORD00747,2023-06-24,CUST0180,Other,25-34,South,Beauty,Sunscreen,1,74.1,0.0,74.1,Organic Search,Completed
ORD00748,2023-07-27,CUST0754,Other,25-34,Central,Clothing,Jacket,2,169.45,0.0,338.9,Paid Ad,Completed
ORD00749,2023-10-21,CUST0389,Female,55+,North,Beauty,Moisturiser,1,68.16,0.05,64.75,Email,Returned
ORD00750,2023-08-11,CUST0455,Female,25-34,East,Clothing,Hoodie,4,145.98,0.0,583.92,Organic Search,Returned
ORD00751,2023-04-07,CUST0449,Other,25-34,Central,Electronics,Phone Case,3,120.84,0.0,362.52,Email,Returned
ORD00752,2023-11-04,CUST0071,Male,25-34,East,Electronics,Bluetooth Speaker,2,63.87,0.1,114.97,Direct,Completed
ORD00753,2023-08-12,CUST0442,Male,55+,North,Clothing,T-Shirt,3,57.94,0.05,165.13,Email,Completed
ORD00754,2023-06-13,CUST0432,Male,55+,Central,Home & Kitchen,Bed Sheets,3,22.35,0.0,67.05,Paid Ad,Completed
ORD00755,2023-04-16,CUST0327,Male,35-44,Central,Beauty,Lip Balm,2,78.11,0.0,156.22,Organic Search,Cancelled
ORD00756,2023-09-17,CUST0801,Male,35-44,North,Clothing,Sneakers,5,125.89,0.1,566.51,Organic Search,Cancelled
ORD00757,2023-08-11,CUST0807,Male,35-44,East,Home & Kitchen,Blender,1,156.24,0.15,132.8,Organic Search,Completed
ORD00758,2023-07-25,CUST0623,Female,35-44,South,Clothing,Jacket,1,157.46,0.15,133.84,Email,Completed
ORD00759,2023-10-17,CUST0447,Male,55+,East,Home & Kitchen,Bed Sheets,1,156.15,0.0,156.15,Paid Ad,Completed
ORD00760,2023-09-16,CUST0772,Other,55+,North,Clothing,Jacket,3,29.13,0.15,74.28,Email,Completed
ORD00761,2023-04-20,CUST0241,Other,35-44,West,Beauty,Face Serum,1,36.51,0.15,31.03,Direct,Completed
ORD00762,2023-06-07,CUST0494,Female,18-24,East,Home & Kitchen,Coffee Maker,1,141.66,0.0,141.66,Email,Returned
ORD00763,2023-05-21,CUST0184,Other,18-24,West,Clothing,Jacket,2,172.37,0.0,344.74,Email,Returned
ORD00764,2023-09-05,CUST1002,Female,25-34,East,Electronics,Phone Case,1,138.05,0.0,138.05,Direct,Completed
ORD00765,2023-02-21,CUST0194,Other,55+,North,Electronics,USB Hub,1,345.76,0.05,328.47,Direct,Completed
ORD00766,2023-08-01,CUST1101,Other,35-44,East,Clothing,Sneakers,1,62.13,0.0,62.13,Paid Ad,Returned
ORD00767,2023-09-09,CUST1086,Female,25-34,North,Books,Python Programming,3,26.51,0.1,71.58,Email,Completed
ORD00768,2023-10-11,CUST0425,Other,18-24,South,Clothing,Jacket,3,102.55,0.05,292.27,Organic Search,Completed
ORD00769,2023-06-14,CUST0081,Male,35-44,Central,Books,Data Science Handbook,1,8.25,0.0,8.25,Paid Ad,Cancelled
ORD00770,2023-09-24,CUST0174,Male,55+,Central,Electronics,Smart Watch,1,44.42,0.1,39.98,Organic Search,Cancelled
ORD00771,2023-04-04,CUST0509,Other,25-34,East,Electronics,USB Hub,5,72.49,0.05,344.33,Social Media,Completed
ORD00772,2023-10-01,CUST0287,Other,25-34,South,Beauty,Moisturiser,1,82.08,0.05,77.98,Direct,Returned
ORD00773,2023-04-11,CUST1046,Male,55+,East,Home & Kitchen,Scented Candle,5,201.26,0.05,955.98,Paid Ad,Completed
ORD00774,2023-06-27,CUST0441,Male,18-24,East,Home & Kitchen,Air Fryer,1,59.79,0.0,59.79,Paid Ad,Cancelled
ORD00775,2023-09-18,CUST0153,Other,45-54,Central,Home & Kitchen,Scented Candle,1,85.4,0.05,81.13,Direct,Completed
ORD00776,2023-04-20,CUST0872,Other,25-34,North,Electronics,Smart Watch,1,149.02,0.0,149.02,Paid Ad,Cancelled
ORD00777,2023-05-15,CUST0763,Female,45-54,East,Electronics,Bluetooth Speaker,2,348.45,0.0,696.9,Direct,Cancelled
ORD00778,2023-08-31,CUST0777,Other,35-44,West,Home & Kitchen,Bed Sheets,1,182.53,0.1,164.28,Organic Search,Cancelled
ORD00779,2023-08-31,CUST0136,Other,35-44,West,Electronics,Bluetooth Speaker,1,56.75,0.05,53.91,Social Media,Completed
ORD00780,2023-08-15,CUST0561,Other,45-54,East,Clothing,Hoodie,1,142.72,0.1,128.45,Organic Search,Completed
ORD00781,2023-08-25,CUST0360,Female,25-34,Central,Clothing,Jeans,1,75.61,0.15,64.27,Direct,Completed
ORD00782,2023-07-27,CUST0578,Other,55+,West,Home & Kitchen,Bed Sheets,1,30.06,0.05,28.56,Direct,Completed
ORD00783,2023-05-22,CUST0707,Female,25-34,West,Home & Kitchen,Air Fryer,4,45.86,0.0,183.44,Direct,Cancelled
ORD00784,2023-06-15,CUST1052,Other,25-34,Central,Home & Kitchen,Bed Sheets,1,110.14,0.0,110.14,Paid Ad,Completed
ORD00785,2023-05-01,CUST0759,Male,45-54,East,Electronics,USB Hub,1,261.37,0.1,235.23,Paid Ad,Cancelled
ORD00786,2023-10-22,CUST1029,Male,45-54,West,Clothing,Sneakers,5,42.76,0.1,192.42,Social Media,Completed
ORD00787,2023-08-04,CUST0626,Other,35-44,North,Beauty,Moisturiser,4,85.16,0.1,306.58,Organic Search,Completed
ORD00788,2023-06-28,CUST0492,Other,45-54,Central,Clothing,Hoodie,2,154.0,0.0,308.0,Organic Search,Completed
ORD00789,2023-07-11,CUST0022,Female,55+,Central,Home & Kitchen,Air Fryer,2,166.12,0.0,332.24,Email,Cancelled
ORD00790,2023-11-08,CUST1091,Male,35-44,West,Beauty,Lip Balm,2,46.81,0.2,74.9,Organic Search,Returned
ORD00791,2023-04-21,CUST1095,Female,45-54,West,Electronics,Smart Watch,2,320.15,0.1,576.27,Social Media,Completed
ORD00792,2023-08-04,CUST0346,Other,25-34,North,Beauty,Moisturiser,1,63.78,0.0,63.78,Direct,Completed
ORD00793,2023-07-20,CUST0866,Other,55+,North,Electronics,Bluetooth Speaker,2,296.2,0.2,473.92,Email,Returned
ORD00794,2023-08-09,CUST0242,Female,45-54,South,Electronics,Wireless Earbuds,2,128.22,0.1,230.8,Social Media,Completed
ORD00795,2023-02-07,CUST0446,Other,18-24,East,Clothing,Hoodie,2,47.8,0.05,90.82,Social Media,Cancelled
ORD00796,2023-10-09,CUST0118,Female,18-24,South,Books,Python Programming,4,51.96,0.1,187.06,Social Media,Completed
ORD00797,2023-11-01,CUST0382,Other,55+,North,Home & Kitchen,Blender,1,72.65,0.0,72.65,Email,Completed
ORD00798,2023-07-31,CUST0315,Other,35-44,West,Electronics,Phone Case,1,179.84,0.05,170.85,Email,Completed
ORD00799,2023-08-26,CUST0810,Other,45-54,East,Beauty,Face Serum,2,19.92,0.0,39.84,Social Media,Completed
ORD00800,2023-10-27,CUST0900,Other,55+,Central,Clothing,Jeans,1,102.12,0.2,81.7,Paid Ad,Completed
ORD00801,2023-08-28,CUST0227,Other,45-54,West,Clothing,Sneakers,4,12.98,0.1,46.73,Paid Ad,Completed
ORD00802,2023-04-21,CUST0408,Female,25-34,East,Electronics,Phone Case,1,156.05,0.0,156.05,Email,Completed
ORD00803,2023-08-03,CUST0666,Male,35-44,South,Electronics,Phone Case,3,199.29,0.1,538.08,Email,Cancelled
ORD00804,2023-08-08,CUST0259,Other,25-34,South,Home & Kitchen,Bed Sheets,5,37.6,0.1,169.2,Paid Ad,Completed
ORD00805,2023-07-03,CUST0017,Female,55+,Central,Clothing,Jeans,3,20.74,0.0,62.22,Email,Returned
ORD00806,2023-09-03,CUST1048,Female,55+,Central,Electronics,Phone Case,1,42.68,0.05,40.55,Paid Ad,Completed
ORD00807,2023-11-02,CUST0879,Male,35-44,North,Electronics,Wireless Earbuds,5,304.5,0.0,1522.5,Paid Ad,Returned
ORD00808,2023-10-29,CUST0305,Female,45-54,West,Home & Kitchen,Air Fryer,2,157.24,0.0,314.48,Paid Ad,Completed
ORD00809,2023-07-09,CUST0037,Male,55+,North,Electronics,Wireless Earbuds,1,106.74,0.0,106.74,Direct,Completed
ORD00810,2023-04-05,CUST0474,Male,45-54,West,Electronics,Wireless Earbuds,2,142.42,0.1,256.36,Paid Ad,Completed
ORD00811,2023-12-02,CUST0552,Other,45-54,South,Clothing,T-Shirt,2,97.66,0.0,195.32,Social Media,Completed
ORD00812,2023-09-29,CUST0002,Male,55+,North,Beauty,Sunscreen,4,27.5,0.0,110.0,Organic Search,Completed
ORD00813,2023-04-10,CUST0517,Female,25-34,Central,Electronics,Phone Case,2,108.85,0.0,217.7,Email,Completed
ORD00814,2023-10-27,CUST0267,Other,18-24,West,Clothing,T-Shirt,1,28.28,0.05,26.87,Social Media,Completed
ORD00815,2023-10-08,CUST0488,Male,18-24,East,Home & Kitchen,Blender,2,166.02,0.05,315.44,Social Media,Completed
ORD00816,2023-07-23,CUST0247,Male,25-34,West,Home & Kitchen,Air Fryer,1,196.31,0.1,176.68,Organic Search,Cancelled
ORD00817,2023-08-05,CUST1120,Other,18-24,East,Beauty,Lip Balm,1,23.01,0.0,23.01,Direct,Completed
ORD00818,2023-06-28,CUST0090,Male,45-54,North,Clothing,Sneakers,1,178.26,0.1,160.43,Paid Ad,Completed
ORD00819,2023-03-07,CUST1148,Male,35-44,South,Clothing,Hoodie,3,161.79,0.1,436.83,Social Media,Completed
ORD00820,2023-06-13,CUST1032,Other,18-24,Central,Clothing,T-Shirt,1,165.02,0.0,165.02,Organic Search,Completed
ORD00821,2023-09-19,CUST0390,Other,45-54,East,Home & Kitchen,Coffee Maker,5,70.83,0.0,354.15,Email,Returned
ORD00822,2023-01-20,CUST0787,Other,55+,East,Home & Kitchen,Scented Candle,1,214.02,0.1,192.62,Direct,Returned
ORD00823,2023-06-12,CUST0019,Other,35-44,North,Clothing,Hoodie,1,46.76,0.05,44.42,Direct,Returned
ORD00824,2023-06-27,CUST0550,Female,35-44,Central,Clothing,Jacket,3,55.48,0.0,166.44,Direct,Completed
ORD00825,2023-07-26,CUST0569,Female,45-54,Central,Electronics,Wireless Earbuds,1,193.74,0.05,184.05,Paid Ad,Completed
ORD00826,2023-10-26,CUST1095,Female,45-54,West,Books,Python Programming,1,38.19,0.1,34.37,Organic Search,Completed
ORD00827,2023-06-15,CUST1125,Other,35-44,West,Home & Kitchen,Scented Candle,1,214.17,0.15,182.04,Social Media,Completed
ORD00828,2023-06-16,CUST0022,Female,55+,Central,Clothing,Jacket,5,61.54,0.05,292.31,Social Media,Completed
ORD00829,2023-09-04,CUST1195,Other,18-24,North,Home & Kitchen,Blender,5,47.11,0.05,223.77,Organic Search,Returned
ORD00830,2023-07-09,CUST0906,Female,55+,Central,Beauty,Hair Mask,2,79.21,0.05,150.5,Paid Ad,Completed
ORD00831,2023-05-14,CUST0914,Male,25-34,West,Electronics,USB Hub,3,225.98,0.0,677.94,Paid Ad,Returned
ORD00832,2023-07-09,CUST0361,Male,55+,West,Clothing,Sneakers,1,27.74,0.0,27.74,Paid Ad,Cancelled
ORD00833,2023-04-16,CUST0364,Male,45-54,North,Clothing,Jeans,1,120.79,0.0,120.79,Email,Cancelled
ORD00834,2023-04-29,CUST0825,Male,25-34,North,Electronics,Smart Watch,1,39.14,0.15,33.27,Organic Search,Cancelled
ORD00835,2023-07-19,CUST0028,Female,18-24,North,Electronics,Wireless Earbuds,1,217.1,0.0,217.1,Organic Search,Completed
ORD00836,2023-07-02,CUST0020,Other,18-24,Central,Electronics,Wireless Earbuds,4,104.66,0.05,397.71,Organic Search,Cancelled
ORD00837,2023-10-24,CUST1153,Other,55+,South,Home & Kitchen,Blender,1,189.07,0.0,189.07,Email,Completed
ORD00838,2023-06-19,CUST1114,Female,45-54,West,Clothing,Sneakers,1,37.96,0.05,36.06,Organic Search,Completed
ORD00839,2023-08-03,CUST0851,Male,18-24,South,Books,Python Programming,1,33.6,0.15,28.56,Paid Ad,Completed
ORD00840,2023-08-13,CUST0588,Other,18-24,Central,Beauty,Face Serum,1,25.81,0.0,25.81,Paid Ad,Returned
ORD00841,2023-02-02,CUST0578,Other,55+,West,Home & Kitchen,Air Fryer,5,113.28,0.0,566.4,Social Media,Completed
ORD00842,2023-08-19,CUST0089,Female,35-44,East,Home & Kitchen,Air Fryer,4,85.7,0.0,342.8,Direct,Completed
ORD00843,2023-04-29,CUST0618,Female,18-24,Central,Electronics,USB Hub,1,127.17,0.0,127.17,Direct,Completed
ORD00844,2023-11-15,CUST0544,Other,18-24,Central,Clothing,T-Shirt,1,57.54,0.0,57.54,Organic Search,Completed
ORD00845,2023-04-19,CUST0915,Other,25-34,East,Books,Data Science Handbook,1,44.56,0.0,44.56,Email,Completed
ORD00846,2023-07-01,CUST0262,Other,18-24,South,Electronics,Phone Case,1,336.46,0.0,336.46,Paid Ad,Returned
ORD00847,2023-03-24,CUST0683,Other,35-44,Central,Clothing,Sneakers,2,83.2,0.0,166.4,Paid Ad,Completed
ORD00848,2023-12-18,CUST0472,Male,18-24,West,Clothing,Jacket,2,95.51,0.05,181.47,Email,Completed
ORD00849,2023-07-19,CUST0450,Male,18-24,Central,Home & Kitchen,Bed Sheets,3,120.66,0.1,325.78,Organic Search,Completed
ORD00850,2023-08-06,CUST0274,Female,25-34,East,Clothing,Jeans,1,178.98,0.05,170.03,Organic Search,Completed
ORD00851,2023-03-15,CUST0604,Male,45-54,East,Beauty,Hair Mask,3,77.45,0.1,209.12,Email,Completed
ORD00852,2023-09-06,CUST0460,Female,35-44,Central,Books,Cook Book,4,53.68,0.0,214.72,Organic Search,Completed
ORD00853,2023-05-10,CUST0762,Male,25-34,East,Electronics,Smart Watch,1,141.45,0.2,113.16,Organic Search,Completed
ORD00854,2023-10-18,CUST0301,Female,35-44,Central,Home & Kitchen,Air Fryer,2,110.13,0.0,220.26,Social Media,Completed
ORD00855,2023-05-08,CUST0374,Other,18-24,Central,Electronics,Wireless Earbuds,3,19.18,0.0,57.54,Email,Completed
ORD00856,2023-05-04,CUST0028,Female,18-24,North,Home & Kitchen,Blender,2,108.74,0.0,217.48,Social Media,Completed
ORD00857,2023-02-23,CUST0812,Female,55+,North,Electronics,Wireless Earbuds,1,217.4,0.0,217.4,Email,Returned
ORD00858,2023-07-13,CUST0868,Female,55+,East,Home & Kitchen,Blender,2,203.02,0.1,365.44,Paid Ad,Completed
ORD00859,2023-07-31,CUST0821,Female,55+,Central,Beauty,Moisturiser,5,38.34,0.1,172.53,Direct,Completed
ORD00860,2023-03-14,CUST0159,Female,55+,North,Electronics,Smart Watch,5,290.54,0.05,1380.07,Email,Returned
ORD00861,2023-09-12,CUST0869,Female,18-24,Central,Clothing,Sneakers,1,150.98,0.1,135.88,Paid Ad,Completed
ORD00862,2023-07-09,CUST0491,Other,55+,West,Electronics,Wireless Earbuds,3,136.51,0.0,409.53,Social Media,Completed
ORD00863,2023-07-24,CUST0385,Male,18-24,Central,Clothing,T-Shirt,1,47.6,0.15,40.46,Direct,Completed
ORD00864,2023-07-07,CUST0092,Other,55+,Central,Home & Kitchen,Air Fryer,1,60.47,0.05,57.45,Direct,Returned
ORD00865,2023-06-28,CUST0579,Male,18-24,West,Electronics,Bluetooth Speaker,1,46.23,0.2,36.98,Email,Cancelled
ORD00866,2023-07-30,CUST0200,Female,45-54,North,Electronics,Phone Case,5,258.11,0.1,1161.5,Social Media,Returned
